序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,FAQJ00-3450,2,,2,3.27,1,
4,AJYY00-0030,2,,2,1.54,,
5,AJCP00-0090,2,,2,1.92,,
6,AJCP00-0100,2,,2,0.49,,
7,AJCP00-0130,2,AJCP00-0100,2,1.24,,
8,AJCP00-0110,2,,2,1.91,,
9,AJCP00-0120,2,,2,0.44,,
10,AJCP00-0150,2,,2,0.86,,
11,AJCP00-0160,2,AJCP00-0150,2,2.44,,
12,AJCP00-0170,2,AJCP00-0160,2,0.56,,
13,AJWB00-0180,2,,2,1.14,,
14,AEQJ00-0010,2,,2,8.66,,
15,AGQJ00-0010,2,,2,3.66,,
16,A-2,1,A-1,0,0.0,,
17,AFZG00-0110,2,,3,0.87,,
18,AFZG00-0130,2,,3,0.63,,
19,AFZG00-0140,2,,5,0.49,,
20,AFZG00-0160,2,,1,0.38,,
21,AKCP00-0040,2,,1,1.27,,
22,AMYG00-0010,2,,1,0.58,,
23,AWWB00-0030,2,,1,0.65,,
24,AWWB00-0050,2,,1,0.72,,
25,BWQS00-0090,2,,1,1.4,,6
26,FWQJ00-1960,2,,1,0.77,,
27,AYWB00-0040,2,,1,4.03,,
28,AYQQ00-0060,2,,2,2.79,,2
29,AYZQ00-0090,2,,1,7.35,,
30,AYWC00-1980,2,,3,5.24,,4
31,FYQJ00-1130,2,AYZQ00-0090,2,9.07,,
32,ACZY00-0010,2,,1,0.88,,
33,ACCP00-0030,2,,1,0.66,,
34,ACCP00-0050,2,,1,0.51,,
35,ACCP00-0070,2,,1,0.43,,
36,ACZY00-0090,2,,1,0.86,,
37,AQHS00-0040,2,,1,1.12,,
38,AQHS00-0060,2,,1,1.96,,
39,AQHS00-0090,2,,1,1.69,,
40,AQHS00-0100,2,,1,1.89,,
41,AQHS00-0140,2,,2,0.83,,
42,AQQS00-0160,2,,1,0.79,,6
43,AQQJ00-0170,2,,2,3.77,,2
44,AQHD00-0180,2,,1,1.24,,
45,AQWC00-0190,2,,1,1.32,,4
46,AJZY00-0220,2,,1,2.3,,
47,AJYY00-0250,2,,1,1.33,,
48,AJZY00-0260,2,,1,3.15,,
49,AJYY00-0270,2,,1,0.46,,
50,AJQX00-0290,2,,1,1.27,,4
51,AJYYA1-0310,2,,2,1.0,,
52,AJWC00-0580,2,,5,1.91,,4
53,AEQS00-0020,2,,1,1.55,,6
54,AEQS00-0030,2,,1,1.21,,6
55,AEHS00-0040,2,,1,6.76,,
56,AEQS00-0060,2,,1,0.75,,6
57,AEQS00-0070,2,,1,0.59,,6
58,AEZY00-0430,2,,1,1.68,,
59,AGHXB1-0070,2,,1,2.97,,4
60,AGHXB2-0080,2,,1,2.14,,4
61,AGHS00-0120,2,,2,2.14,,
62,AGWC00-0130,2,,1,1.71,,4
63,EGZY00-0140,2,,1,1.46,,
64,EGYY00-0150,2,,1,1.86,,
65,ENHSB1-0380,2,,1,1.79,,
66,ENHSB1-0430,2,,1,2.87,,
67,ENHSB1-0310,2,,1,2.55,,
68,ENHSB1-0320,2,,1,1.94,,
69,ENHSB1-0340,2,,1,1.81,,
70,ENWCB1-0370,2,,1,2.07,,4
71,ENHDB1-0300,2,,1,2.08,,
72,ENHDB1-0270,2,,1,1.84,,
73,ENHDB1-0250,2,,1,1.77,,
74,ENHDB1-0220,2,,1,1.41,,
75,ENHDB1-0210,2,,1,1.7,,
76,ENHDB1-0190,2,,1,1.73,,
77,ENHDB1-0180,2,,1,1.54,,
78,ENHSB1-0170,2,,1,2.51,,
79,ENHSB1-0420,2,,1,2.43,,
80,ENHSB1-0410,2,,1,1.98,,
81,ARWB00-0040,2,,2,2.16,,
82,ARWB00-0050,2,,2,2.58,,
83,ARWB00-0090,2,,2,0.88,,
84,ARWB00-0100,2,,2,1.22,,
85,ARWB00-0120,2,,2,1.0,,
86,ARWB00-0130,2,,2,1.35,,
87,A-3,1,A-2,0,0.0,,
88,AJYYA2-0320,2,,2,0.92,,
89,AJYYA3-0330,2,AJYYA2-0320,2,3.99,,
