序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.87,1,6
4,FAQJ00-3450,2,,2,2.02,1,
5,FDQJ00-2000,2,,2,1.98,1,
6,ABQJ00-0010,2,,2,4.13,1,
7,AJYY00-0010,2,,2,1.18,,
8,AJZY00-0020,2,,2,0.86,,
9,AJYY00-0070,2,,2,1.24,,
10,AJZY00-0080,2,,2,1.36,,
11,AJCP00-0130,2,,2,1.01,,
12,AJCP00-0170,2,,2,0.52,,
13,AEQJ00-0010,2,,2,9.23,,
14,AGQJ00-0010,2,,2,3.23,,
15,FJQJ00-0370,2,,2,0.62,,
16,RAND-N96359-31,2,A-1,2,0.54,,
17,A-2,1,RAND-N96359-31,0,0.0,,
18,AFZG00-0110,2,,3,0.83,,
19,AFZG00-0140,2,,5,0.48,,
20,AFZG00-0170,2,,1,0.55,,
21,AKCP00-0040,2,,1,1.36,,
22,AMYG00-0010,2,,1,0.58,,
23,AWWB00-0020,2,,1,0.79,,
24,AWWB00-0050,2,,1,1.22,,
25,BWQS00-0090,2,,1,1.21,,6
26,AYWB00-0040,2,,1,3.69,,
27,AYHS00-0070,2,,1,5.15,,
28,AYZQ00-0090,2,,1,3.58,,
29,AYWC00-1980,2,,3,4.05,,4
30,RAND-N53129-38,2,AYZQ00-0090,1,8.04,,
31,FYQJ00-1130,2,RAND-N53129-38,2,6.51,,
32,ACCP00-0060,2,,1,0.51,,
33,ACCP00-0070,2,,1,0.61,,
34,ACCP00-0080,2,,1,0.65,,
35,ACZY00-0090,2,,1,0.8,,
36,AQHS00-0020,2,,1,0.8,,
37,AQHS00-0030,2,,1,1.09,,
38,AQHS00-0060,2,,1,2.07,,
39,AQHS00-0080,2,,1,1.69,,
40,AQHS00-0090,2,,1,1.4,,
41,AQHS00-0100,2,,1,1.67,,
42,AQHS00-0120,2,,1,1.77,,
43,AQHS00-0130,2,,2,1.72,,
44,AQQS00-0160,2,,1,1.11,,6
45,AQWC00-0190,2,,1,1.12,,4
46,AJZY00-0220,2,,1,2.08,,
47,AJYY00-0230,2,,1,0.45,,
48,AJZY00-0240,2,,1,0.55,,
49,AJZY00-0260,2,,1,2.01,,
50,AJYY00-0270,2,,1,0.46,,
51,AJQX00-0290,2,,1,1.13,,4
52,AJHS00-0300,2,,1,0.73,,
53,AJWC00-0570,2,,1,2.16,,4
54,AEQS00-0020,2,,1,1.1,,6
55,AEQX00-0050,2,,1,0.78,,4
56,AEQS00-0070,2,,1,0.55,,6
57,AEZY00-0430,2,,1,1.53,,
58,DXHS00-0010,2,,1,2.71,,
59,DXHS00-0020,2,,2,1.98,,
60,AGHXB2-0080,2,,1,1.64,,4
61,AGHXB3-0090,2,,1,2.2,,4
62,AGHXB4-0100,2,,1,1.84,,4
63,AGHXB5-0110,2,,1,1.86,,4
64,AGHS00-0120,2,,2,1.81,,
65,ENWCB1-0390,2,,2,1.73,,4
66,ENHSB1-0380,2,,1,2.82,,
67,ENHSB1-0430,2,,1,2.05,,
68,ENHSB1-0310,2,,1,1.65,,
69,ENHSB1-0330,2,,1,1.81,,
70,ENQSB1-0360,2,,1,1.15,,6
71,ENHDB1-0290,2,,1,1.97,,
72,ENHDB1-0280,2,,1,1.97,,
73,ENHDB1-0270,2,,1,1.96,,
74,ENHDB1-0220,2,,1,1.38,,
75,ENWCB1-0350,2,,5,1.47,,4
76,ENHDB1-0190,2,,1,1.75,,
77,ENHSB1-0440,2,,1,2.8,,
78,ENHSB1-0420,2,,1,2.3,,
79,ENHSB1-0410,2,,1,2.57,,
80,ARWB00-0010,2,,2,2.89,,
81,ARWB00-0020,2,,2,2.81,,
82,ARWB00-0040,2,,2,3.03,,
83,ARWB00-0060,2,,2,2.37,,
84,ARWB00-0080,2,,2,2.49,,
85,ARWB00-0100,2,,2,1.36,,
86,ARWB00-0110,2,,2,1.01,,
87,ARWB00-0140,2,,2,1.23,,
88,RAND-N96847-33,2,A-2,2,0.93,,
89,A-3,1,RAND-N96847-33,0,0.0,,
