序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.59,1,6
4,FAQJ00-3450,2,,2,3.36,1,
5,AJYY00-0030,2,,2,1.16,,
6,AJZY00-0040,2,,2,1.04,,
7,AJYY00-0070,2,,2,1.53,,
8,AJZY00-0060,2,,2,0.79,,
9,AJZY00-0080,2,AJZY00-0060,2,1.09,,
10,AJCP00-0100,2,,2,0.5,,
11,AJCP00-0130,2,AJCP00-0100,2,1.2,,
12,AJCP00-0120,2,,2,0.68,,
13,AJCP00-0140,2,AJCP00-0120,2,0.99,,
14,AJCP00-0150,2,,2,0.67,,
15,AJCP00-0160,2,AJCP00-0150,2,2.42,,
16,AJWB00-0190,2,,2,1.31,,
17,AJQJ00-0200,2,,2,1.18,,
18,AEQJ00-0010,2,,2,9.74,,
19,AEQJ00-0080,2,,2,52.55,,
20,AGQJ00-0010,2,,2,4.95,,
21,FJQJ00-0370,2,,2,1.11,,
22,A-2,1,A-1,0,0.0,,
23,AFQJ00-0100,2,,3,0.76,,
24,AFZG00-0110,2,,3,0.91,,
25,AFZG00-0120,2,,3,0.35,,
26,AFZG00-0130,2,,3,0.61,,
27,AFZG00-0140,2,,5,0.66,,
28,AFZG00-0150,2,,5,0.57,,
29,AFZG00-0160,2,,1,0.42,,
30,AFZG00-0170,2,,1,0.38,,
31,AKCP00-0040,2,,1,1.31,,
32,AKCP00-0070,2,,1,1.47,,
33,AWWB00-0020,2,,1,0.92,,
34,AWWB00-0030,2,,1,0.8,,
35,AWWB00-0050,2,,1,0.88,,
36,BWQS00-0090,2,,1,1.09,,6
37,AWWB00-1600,2,,1,0.41,,
38,AYWB00-0040,2,,1,4.94,,
39,AYHS00-0070,2,,1,5.36,,
40,FYQJ00-1130,2,,2,6.99,,
41,ACYY00-0020,2,,1,0.74,,
42,ACCP00-0030,2,,1,0.6,,
43,ACCP00-0040,2,,1,0.53,,
44,ACCP00-0060,2,,1,0.69,,
45,AQHS00-0020,2,,1,0.89,,
46,AQHS00-0030,2,,1,1.47,,
47,AQHS00-0040,2,,1,0.78,,
48,AQHS00-0050,2,,1,1.27,,
49,AQHS00-0070,2,,1,1.3,,
50,AQHS00-0090,2,,1,1.7,,
51,AQHS00-0120,2,,1,1.56,,
52,AQHS00-0130,2,,2,1.66,,
53,AQHS00-0140,2,AQHS00-0120,2,1.09,,
54,AQHS00-0150,2,AQHS00-0130,1,0.98,,
55,AQQS00-0160,2,,1,0.79,,6
56,AQQJ00-0170,2,AQHS00-0130,2,3.06,,2
57,AQHD00-0180,2,,1,0.84,,
58,AJYY00-0230,2,,1,0.45,,
59,AJZY00-0260,2,,1,2.76,,
60,AJYY00-0270,2,,1,0.46,,
61,AJZY00-0280,2,,1,0.31,,
62,AJHS00-0300,2,,1,0.44,,
63,AJYYA1-0310,2,,2,1.13,,
64,AJWC00-0560,2,,1,0.43,,4
65,AJWC00-0580,2,,5,1.38,,4
66,AEQS00-0020,2,,1,1.73,,6
67,AEQS00-0030,2,,1,1.04,,6
68,AEHS00-0040,2,,1,4.53,,
69,AEQX00-0050,2,,1,1.0,,4
70,AEQS00-0070,2,,1,0.38,,6
71,DXHS00-0010,2,,1,2.34,,
72,DXHS00-0020,2,,2,1.69,,
73,DXHS00-0030,2,,1,1.02,,
74,AGHXB1-0070,2,,1,1.43,,4
75,AGHXB3-0090,2,,1,2.87,,4
76,AGHXB4-0100,2,,1,1.62,,4
77,AGHXB5-0110,2,,1,1.84,,4
78,AGHS00-0120,2,,2,1.93,,
79,AGWC00-0130,2,,1,2.53,,4
80,EGYY00-0150,2,,1,2.05,,
81,ENWCB1-0390,2,,2,1.5,,4
82,ENHSB1-0380,2,,1,1.98,,
83,ENHSB1-0320,2,,1,2.12,,
84,ENQSB1-0360,2,,1,2.19,,6
85,ENHDB1-0300,2,,1,1.98,,
86,ENHDB1-0280,2,,1,1.02,,
87,ENHDB1-0270,2,,1,1.79,,
88,ENHDB1-0260,2,,1,1.9,,
