序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,2.31,1,6
4,FAQJ00-3450,2,,2,3.02,1,
5,FDQJ00-2000,2,,2,1.51,1,
6,AJYY00-0010,2,,2,0.91,,
7,AJYY00-0030,2,AJYY00-0010,2,1.41,,
8,AJZY00-0020,2,,2,1.09,,
9,RAND-N89538-13,2,AJZY00-0020,1,0.71,,
10,AJZY00-0040,2,RAND-N89538-13,2,1.25,,
11,AJYY00-0050,2,,2,1.65,,
12,AJYY00-0070,2,AJYY00-0050,2,1.01,,
13,AJZY00-0060,2,,2,1.32,,
14,AJZY00-0080,2,AJZY00-0060,2,1.15,,
15,AJCP00-0090,2,,2,2.28,,
16,AJCP00-0100,2,,2,0.49,,
17,RAND-N67122-19,2,AJCP00-0100,2,0.74,,
18,AJCP00-0130,2,RAND-N67122-19,2,0.89,,
19,AJWB00-0190,2,,2,0.53,,
20,AJQJ00-0200,2,,2,1.16,,
21,AEQJ00-0010,2,,2,8.27,,
22,AEQJ00-0080,2,,2,49.26,,
23,AGQJ00-0010,2,,2,4.88,,
24,A-2,1,A-1,0,0.0,,
25,AFQJ00-0100,2,,3,0.81,,
26,AFZG00-0110,2,,3,0.72,,
27,AFZG00-0130,2,,3,0.19,,
28,AFZG00-0140,2,,5,0.33,,
29,AFZG00-0160,2,,1,0.4,,
30,AKQS00-0020,2,,1,1.07,,6
31,AKZY00-0030,2,,1,1.12,,
32,AKCP00-0060,2,,1,1.24,,
33,AKCP00-0070,2,,1,1.98,,
34,AWWB00-0010,2,,2,0.69,,
35,AWWB00-0020,2,,1,0.75,,
36,AWWC00-0040,2,,1,0.84,,4
37,AWWB00-0050,2,,1,0.82,,
38,BWQS00-0090,2,,1,0.83,,6
39,AWWB00-1600,2,,1,0.52,,
40,FWQJ00-1960,2,,1,0.82,,
41,AYWB00-0040,2,,1,3.41,,
42,AYWB00-0050,2,,1,3.85,,
43,AYQQ00-0060,2,,2,4.89,,2
44,AYHS00-0070,2,,1,4.42,,
45,AYQQ00-0080,2,,1,5.49,,2
46,AYZQ00-0090,2,,1,6.97,,
47,AYWC00-1980,2,,3,3.73,,4
48,RAND-N84955-18,2,AYZQ00-0090,2,5.52,,
49,FYQJ00-1130,2,RAND-N84955-18,2,5.74,,
50,ACZY00-0010,2,,1,0.95,,
51,ACYY00-0020,2,,1,0.82,,
52,ACCP00-0060,2,,1,0.41,,
53,ACCP00-0070,2,,1,0.63,,
54,ACCP00-0080,2,,1,0.37,,
55,ACZY00-0090,2,,1,0.57,,
56,AQHS00-0030,2,,1,1.15,,
57,AQHS00-0040,2,,1,0.96,,
58,AQHS00-0050,2,,1,1.02,,
59,AQHS00-0060,2,,1,1.57,,
60,AQHS00-0120,2,,1,1.49,,
61,AQHS00-0140,2,AQHS00-0120,2,0.97,,
62,AQQS00-0160,2,,1,0.88,,6
63,AQWC00-0190,2,,1,1.45,,4
64,AJZY00-0220,2,,1,1.95,,
65,AJYY00-0230,2,,1,0.39,,
66,AJYY00-0250,2,,1,2.63,,
67,AJZY00-0260,2,,1,1.86,,
68,AJYY00-0270,2,,1,0.33,,
69,AJWC00-0570,2,,1,1.22,,4
70,AEQS00-0060,2,,1,0.61,,6
71,AEQS00-0070,2,,1,0.41,,6
72,AEZY00-0430,2,,1,1.42,,
73,DXHS00-0010,2,,1,2.97,,
74,DXHS00-0020,2,,2,2.47,,
75,DXHS00-0030,2,,1,1.15,,
76,AGHXB1-0070,2,,1,2.32,,4
77,AGHXB2-0080,2,,1,1.79,,4
78,AGHXB4-0100,2,,1,2.46,,4
79,AGHXB5-0110,2,,1,1.99,,4
80,AGHS00-0120,2,,2,2.5,,
81,EGZY00-0140,2,,1,1.97,,
82,ENHSB1-0430,2,,1,2.26,,
83,ENHSB1-0310,2,,1,2.1,,
84,ENHSB1-0330,2,,1,1.85,,
85,ENHSB1-0340,2,,1,2.33,,
86,ENWCB1-0370,2,,1,2.37,,4
87,ENQSB1-0360,2,,1,1.98,,6
