序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,FAQJ00-3450,2,,2,3.01,1,
4,AJZY00-0020,2,,2,1.09,,
5,AJYY00-0050,2,,2,1.44,,
6,AJYY00-0070,2,AJYY00-0050,2,1.7,,
7,AJZY00-0080,2,,2,1.38,,
8,AJCP00-0090,2,,2,2.71,,
9,AJCP00-0100,2,,2,0.54,,
10,AJCP00-0140,2,,2,1.22,,
11,AJCP00-0150,2,,2,0.79,,
12,RAND-N64669-33,2,AJCP00-0150,2,1.06,,
13,AJCP00-0160,2,RAND-N64669-33,2,3.09,,
14,RAND-N63345-12,2,AJWB00-0190,2,0.82,,
15,AJWB00-0180,2,RAND-N63345-12,2,0.91,,
16,AJWB00-0190,2,,2,0.89,,
17,AEQJ00-0010,2,,2,9.64,,
18,RAND-N81485-16,2,A-1,2,0.53,,
19,A-2,1,RAND-N81485-16,0,0.0,,
20,AFQJ00-0100,2,,3,0.79,,
21,AFZG00-0130,2,,3,0.51,,
22,AFZG00-0140,2,,5,0.6,,
23,AFZG00-0150,2,,5,0.4,,
24,AKQS00-0020,2,,1,1.13,,6
25,AKCP00-0040,2,,1,0.95,,
26,AKYY00-0050,2,,1,1.28,,
27,AKCP00-0060,2,,1,1.34,,
28,AWWB00-0020,2,,1,1.23,,
29,AWWB00-0030,2,,1,0.72,,
30,BWQS00-0090,2,,1,1.05,,6
31,AWWB00-1600,2,,1,0.32,,
32,AYHS00-0070,2,,1,7.21,,
33,AYZQ00-0090,2,,1,6.01,,
34,ACZY00-0010,2,,1,0.72,,
35,ACYY00-0020,2,,1,0.51,,
36,ACCP00-0030,2,,1,0.49,,
37,ACCP00-0040,2,,1,0.55,,
38,ACCP00-0060,2,,1,0.51,,
39,ACCP00-0070,2,,1,0.44,,
40,AQHS00-0030,2,,1,1.12,,
41,AQHS00-0070,2,,1,1.51,,
42,AQHS00-0080,2,,1,0.95,,
43,AQHS00-0090,2,,1,1.45,,
44,AQHS00-0120,2,,1,1.64,,
45,RAND-N85674-18,2,AQHS00-0120,2,2.13,,
46,AQHS00-0140,2,RAND-N85674-18,2,0.95,,
47,AQQS00-0160,2,,1,0.61,,6
48,AQHD00-0180,2,,1,1.1,,
49,AQWC00-0190,2,,1,1.07,,4
50,AJZY00-0220,2,,1,2.61,,
51,AJZY00-0260,2,,1,3.01,,
52,AJYY00-0270,2,,1,0.53,,
53,AJZY00-0280,2,,1,0.4,,
54,AJQX00-0290,2,,1,1.0,,4
55,AJWC00-0560,2,,1,0.42,,4
56,AJWC00-0570,2,,1,1.65,,4
57,AJWC00-0580,2,,5,1.43,,4
58,AEQS00-0020,2,,1,1.52,,6
59,AEQS00-0030,2,,1,1.21,,6
60,AEQX00-0050,2,,1,1.2,,4
61,AEQS00-0060,2,,1,0.7,,6
62,AEQS00-0070,2,,1,0.61,,6
63,AEZY00-0430,2,,1,1.29,,
64,DXHS00-0020,2,,2,2.21,,
65,AGHXB3-0090,2,,1,2.35,,4
66,AGHXB4-0100,2,,1,1.77,,4
67,AGHS00-0120,2,,2,1.44,,
68,AGWC00-0130,2,,1,2.15,,4
69,ENWCB1-0390,2,,2,1.83,,4
70,ENHSB1-0430,2,,1,2.11,,
71,ENHSB1-0310,2,,1,1.43,,
72,ENHSB1-0320,2,,1,1.84,,
73,ENHSB1-0330,2,,1,1.88,,
74,ENHSB1-0340,2,,1,1.78,,
75,ENWCB1-0370,2,,1,2.17,,4
76,ENQSB1-0360,2,,1,2.29,,6
77,ENHDB1-0300,2,,1,2.15,,
78,ENHDB1-0260,2,,1,2.47,,
79,ENHDB1-0240,2,,1,1.93,,
80,ENHDB1-0230,2,,1,1.72,,
81,ENHDB1-0220,2,,1,1.62,,
82,ENWCB1-0350,2,,5,1.76,,4
83,ENHDB1-0210,2,,1,1.8,,
84,ENHDB1-0200,2,,1,1.75,,
85,ENHDB1-0190,2,,1,2.19,,
86,ENHSB1-0170,2,,1,1.71,,
87,ENHSB1-0440,2,,1,1.37,,
