序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AJYY00-0010,2,,2,1.29,,
4,AJYY00-0030,2,AJYY00-0010,2,1.18,,
5,AJZY00-0020,2,,2,1.06,,
6,AJYY00-0050,2,,2,1.09,,
7,AJCP00-0100,2,,2,0.58,,
8,AJCP00-0130,2,AJCP00-0100,2,1.88,,
9,AJCP00-0120,2,,2,0.54,,
10,AJCP00-0150,2,,2,1.22,,
11,AJCP00-0170,2,AJCP00-0150,2,0.5,,
12,AJQJ00-0200,2,,2,1.03,,
13,AEQJ00-0080,2,,2,43.94,,
14,AGQJ00-0010,2,,2,3.72,,
15,FJQJ00-0370,2,,2,0.79,,
16,ABHS00-2180,2,,2,1.84,,
17,RAND-N33857-9,2,A-1,2,0.66,,
18,A-2,1,RAND-N33857-9,0,0.0,,
19,AFQJ00-0100,2,,3,0.7,,
20,AFZG00-0160,2,,1,0.48,,
21,AKCP00-0040,2,,1,0.66,,
22,AKCP00-0070,2,,1,1.64,,
23,AWWB00-0010,2,,2,0.71,,
24,AWWB00-0020,2,,1,0.66,,
25,AWWC00-0040,2,,1,0.7,,4
26,AWWB00-0050,2,,1,0.76,,
27,AYWB00-0040,2,,1,4.51,,
28,AYWB00-0050,2,,1,4.13,,
29,AYQQ00-0060,2,,2,6.71,,2
30,AYZQ00-0090,2,,1,5.26,,
31,ACZY00-0010,2,,1,0.43,,
32,ACYY00-0020,2,,1,0.86,,
33,ACCP00-0030,2,,1,0.52,,
34,ACCP00-0050,2,,1,0.63,,
35,ACCP00-0070,2,,1,0.52,,
36,ACCP00-0080,2,,1,0.33,,
37,AQHS00-0020,2,,1,1.47,,
38,AQHS00-0030,2,,1,1.34,,
39,AQHS00-0060,2,,1,1.5,,
40,AQHS00-0090,2,,1,1.75,,
41,AQHS00-0110,2,,1,1.59,,
42,AQHS00-0120,2,,1,1.19,,
43,AQHS00-0140,2,AQHS00-0120,2,0.68,,
44,AQHS00-0150,2,,1,1.1,,
45,AQQJ00-0170,2,,2,2.72,,2
46,AQHD00-0180,2,,1,1.05,,
47,AQWC00-0190,2,,1,0.8,,4
48,AJYY00-0230,2,,1,0.41,,
49,AJYY00-0250,2,,1,2.27,,
50,AJZY00-0260,2,,1,1.91,,
51,AJQX00-0290,2,,1,1.52,,4
52,AJHS00-0300,2,,1,0.5,,
53,AJYYA1-0310,2,,2,1.26,,
54,AJWC00-0560,2,,1,0.53,,4
55,AEQS00-0030,2,,1,1.04,,6
56,AEQX00-0050,2,,1,0.94,,4
57,AEQS00-0070,2,,1,0.51,,6
58,AEZY00-0430,2,,1,1.29,,
59,AGHXB2-0080,2,,1,1.6,,4
60,AGHXB3-0090,2,,1,2.0,,4
61,AGHXB5-0110,2,,1,1.92,,4
62,AGWC00-0130,2,,1,1.85,,4
63,EGZY00-0140,2,,1,0.39,,
64,ENWCB1-0390,2,,2,1.59,,4
65,ENHSB1-0380,2,,1,0.75,,
66,ENHSB1-0430,2,,1,2.14,,
67,ENHSB1-0310,2,,1,1.37,,
68,ENHSB1-0330,2,,1,1.61,,
69,ENWCB1-0370,2,,1,3.1,,4
70,ENQSB1-0360,2,,1,2.68,,6
71,ENHDB1-0300,2,,1,1.84,,
72,ENHDB1-0290,2,,1,1.93,,
73,ENHDB1-0280,2,,1,1.59,,
74,ENHDB1-0270,2,,1,2.17,,
75,ENHDB1-0250,2,,1,1.49,,
76,ENWCB1-0350,2,,5,2.47,,4
77,ENHDB1-0210,2,,1,2.23,,
78,ENHDB1-0200,2,,1,2.21,,
79,ENHSB1-0410,2,,1,1.61,,
80,ARWB00-0010,2,,2,3.17,,
81,ARWB00-0030,2,,2,2.61,,
82,ARWB00-0040,2,,2,2.11,,
83,ARWB00-0070,2,,2,2.91,,
84,ARWB00-0090,2,,2,1.65,,
85,ARWB00-0110,2,,2,1.62,,
86,ARWB00-0120,2,,2,1.28,,
87,ARWB00-0130,2,,2,1.46,,
88,RAND-N40709-3,2,A-2,2,0.71,,
