序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.95,1,6
4,FAQJ00-3450,2,,2,1.74,1,
5,FDQJ00-2000,2,,2,2.2,1,
6,ABQJ00-0010,2,,2,2.62,1,
7,AJYY00-0010,2,,2,0.94,,
8,AJYY00-0030,2,AJYY00-0010,2,1.37,,
9,AJZY00-0020,2,,2,1.13,,
10,AJZY00-0040,2,AJZY00-0020,2,1.07,,
11,AJYY00-0050,2,,2,1.5,,
12,AJZY00-0060,2,,2,1.07,,
13,AJCP00-0090,2,,2,1.86,,
14,AJCP00-0100,2,,2,0.66,,
15,AJCP00-0130,2,AJCP00-0100,2,1.33,,
16,AJCP00-0110,2,,2,1.89,,
17,AJCP00-0120,2,,2,0.47,,
18,AJCP00-0150,2,,2,1.26,,
19,AJCP00-0160,2,AJCP00-0150,2,2.7,,
20,AJCP00-0170,2,AJCP00-0160,2,0.38,,
21,AJQJ00-0200,2,,2,1.18,,
22,AEQJ00-0010,2,,2,9.77,,
23,AEQJ00-0080,2,,2,31.04,,
24,FJQJ00-0370,2,,2,0.68,,
25,A-2,1,A-1,0,0.0,,
26,AFQJ00-0100,2,,3,0.74,,
27,AFZG00-0120,2,,3,0.53,,
28,AFZG00-0130,2,,3,0.37,,
29,AFZG00-0140,2,,5,0.53,,
30,AFZG00-0150,2,,5,0.5,,
31,AFZG00-0160,2,,1,0.66,,
32,AFZG00-0170,2,,1,0.67,,
33,AKQS00-0020,2,,1,1.46,,6
34,AKCP00-0040,2,,1,0.97,,
35,AKCP00-0060,2,,1,1.59,,
36,AMYG00-0010,2,,1,0.73,,
37,AWWB00-0020,2,,1,0.86,,
38,AWWB00-0030,2,,1,0.8,,
39,AWWB00-0050,2,,1,0.71,,
40,BWQS00-0090,2,,1,1.33,,6
41,AWWB00-1600,2,,1,0.66,,
42,FWQJ00-1960,2,,1,1.03,,
43,AYWB00-0040,2,,1,4.22,,
44,AYWB00-0050,2,,1,4.1,,
45,AYQQ00-0060,2,,2,4.07,,2
46,AYHS00-0070,2,,1,6.03,,
47,AYZQ00-0090,2,,1,5.43,,
48,AYWC00-1980,2,,3,5.33,,4
49,FYQJ00-1130,2,AYZQ00-0090,2,8.0,,
50,ACZY00-0010,2,,1,0.97,,
51,ACCP00-0030,2,,1,0.74,,
52,ACCP00-0040,2,,1,0.51,,
53,ACCP00-0050,2,,1,0.3,,
54,ACCP00-0060,2,,1,0.45,,
55,ACCP00-0070,2,,1,0.52,,
56,ACCP00-0080,2,,1,0.64,,
57,ACZY00-0090,2,,1,0.83,,
58,AQHS00-0020,2,,1,1.07,,
59,AQHS00-0030,2,,1,1.05,,
60,AQHS00-0050,2,,1,0.82,,
61,AQHS00-0070,2,,1,1.32,,
62,AQHS00-0090,2,,1,1.46,,
63,AQHS00-0100,2,,1,1.13,,
64,AQHS00-0110,2,,1,1.57,,
65,AQHS00-0120,2,,1,1.93,,
66,AQHS00-0130,2,,2,1.11,,
67,AQHS00-0140,2,AQHS00-0120,2,1.25,,
68,AQHS00-0150,2,AQHS00-0130,1,1.08,,
69,AQQS00-0160,2,,1,1.1,,6
70,AQQJ00-0170,2,AQHS00-0130,2,3.26,,2
71,AQHD00-0180,2,,1,1.2,,
72,AJZY00-0240,2,,1,0.4,,
73,AJYY00-0250,2,,1,3.03,,
74,AJYY00-0270,2,,1,0.38,,
75,AJHS00-0300,2,,1,0.37,,
76,AJYYA1-0310,2,,2,1.26,,
77,AJWC00-0560,2,,1,0.49,,4
78,AJWC00-0570,2,,1,1.38,,4
79,AJWC00-0580,2,,5,1.35,,4
80,AEQS00-0020,2,,1,1.18,,6
81,AEQS00-0030,2,,1,0.71,,6
82,AEHS00-0040,2,,1,6.21,,
83,AEQS00-0060,2,,1,0.63,,6
84,AEQS00-0070,2,,1,0.67,,6
85,AEZY00-0430,2,,1,1.65,,
86,DXHS00-0010,2,,1,2.99,,
87,DXHS00-0020,2,,2,1.27,,
88,DXHS00-0030,2,,1,0.61,,
