序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
4,FAQJ00-3450,2,,2,2.47,1,
5,FDQJ00-2000,2,,2,2.17,1,
6,ABQJ00-0010,2,,2,3.83,1,
7,AJYY00-0010,2,,2,1.14,,
8,AJZY00-0040,2,,2,0.93,,
9,AJYY00-0050,2,,2,1.51,,
10,AJZY00-0060,2,,2,1.5,,
11,AJZY00-0080,2,AJZY00-0060,2,1.42,,
12,AJCP00-0100,2,,2,0.55,,
13,AJCP00-0110,2,,2,2.64,,
14,AJCP00-0120,2,,2,0.54,,
15,RAND-N62360-9,2,AJCP00-0110,2,1.44,,
16,AJCP00-0140,2,"AJCP00-0120,RAND-N62360-9",2,2.02,,
17,AJCP00-0150,2,,2,1.26,,
18,RAND-N8428-6,2,AJCP00-0150,2,1.49,,
19,AJCP00-0170,2,RAND-N8428-6,2,0.49,,
20,AJWB00-0180,2,AJWB00-0190,2,1.03,,
21,AJWB00-0190,2,,2,0.88,,
22,AJQJ00-0200,2,,2,1.62,,
23,AEQJ00-0010,2,,2,9.14,,
24,AGQJ00-0010,2,,2,4.2,,
25,A-2,1,A-1,0,0.0,,
26,AFQJ00-0100,2,,3,0.61,,
27,AFZG00-0110,2,,3,0.85,,
28,AFZG00-0130,2,,3,0.51,,
29,AFZG00-0160,2,,1,0.53,,
30,AFZG00-0170,2,,1,0.7,,
31,AKQS00-0020,2,,1,1.11,,6
32,AKZY00-0030,2,,1,1.27,,
33,AKCP00-0040,2,,1,1.32,,
34,AKYY00-0050,2,,1,1.42,,
35,AKCP00-0060,2,,1,0.93,,
36,AKCP00-0070,2,,1,1.7,,
37,AMYG00-0010,2,,1,0.94,,
38,AWWB00-0020,2,,1,0.84,,
39,AWWB00-0030,2,,1,0.78,,
40,AWWC00-0040,2,,1,0.7,,4
41,AWWB00-0050,2,,1,0.93,,
42,BWQS00-0090,2,,1,1.35,,6
43,AYQQ00-0080,2,,1,5.75,,2
44,AYZQ00-0090,2,,1,5.51,,
45,FYQJ00-1130,2,AYZQ00-0090,2,7.44,,
46,ACZY00-0010,2,,1,1.33,,
47,ACCP00-0030,2,,1,0.53,,
48,ACCP00-0040,2,,1,0.76,,
49,ACCP00-0070,2,,1,0.37,,
50,ACCP00-0080,2,,1,0.61,,
51,AQHS00-0040,2,,1,0.76,,
52,AQHS00-0060,2,,1,1.22,,
53,AQHS00-0090,2,,1,1.7,,
54,AQHS00-0110,2,,1,1.78,,
55,AQHS00-0120,2,,1,1.92,,
56,AQHS00-0130,2,,2,1.86,,
57,AQQS00-0160,2,,1,0.98,,6
58,AJYY00-0230,2,,1,0.37,,
59,AJZY00-0240,2,,1,0.43,,
60,AJZY00-0260,2,,1,3.02,,
61,AJZY00-0280,2,,1,0.35,,
62,AJQX00-0290,2,,1,1.25,,4
63,AJYYA1-0310,2,,2,1.54,,
64,AJWC00-0560,2,,1,0.58,,4
65,AJWC00-0570,2,,1,1.12,,4
66,AJWC00-0580,2,,5,1.25,,4
67,AEQS00-0020,2,,1,1.21,,6
68,AEQS00-0030,2,,1,0.82,,6
69,AEHS00-0040,2,,1,5.21,,
70,AEQX00-0050,2,,1,0.79,,4
71,AEQS00-0060,2,,1,0.68,,6
72,AEZY00-0430,2,,1,1.9,,
73,DXHS00-0010,2,,1,1.78,,
74,DXHS00-0020,2,,2,1.29,,
75,DXHS00-0030,2,,1,0.95,,
76,AGHXB1-0070,2,,1,2.46,,4
77,AGHXB3-0090,2,,1,1.96,,4
78,AGHS00-0120,2,,2,2.43,,
79,AGWC00-0130,2,,1,2.18,,4
80,EGZY00-0140,2,,1,1.93,,
81,ENWCB1-0390,2,,2,2.18,,4
82,ENHSB1-0380,2,,1,2.41,,
83,ENHSB1-0430,2,,1,2.5,,
84,ENHSB1-0310,2,,1,1.68,,
85,ENHSB1-0340,2,,1,2.03,,
86,ENQSB1-0360,2,,1,2.01,,6
87,ENHDB1-0300,2,,1,1.26,,
88,ENHDB1-0280,2,,1,1.96,,
