序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,FAQJ00-3450,2,,2,3.42,1,
4,FDQJ00-2000,2,,2,2.19,1,
5,ABQJ00-0010,2,,2,3.8,1,
6,AJYY00-0010,2,,2,0.88,,
7,AJYY00-0030,2,AJYY00-0010,2,0.76,,
8,AJZY00-0020,2,,2,1.05,,
9,AJYY00-0050,2,,2,0.56,,
10,AJZY00-0060,2,,2,1.03,,
11,AJCP00-0110,2,,2,2.25,,
12,AJCP00-0140,2,AJCP00-0110,2,1.48,,
13,AJCP00-0160,2,,2,2.59,,
14,AJWB00-0180,2,,2,1.04,,
15,AEQJ00-0010,2,,2,9.67,,
16,AEQJ00-0080,2,,2,54.09,,
17,ABHS00-2180,2,,2,1.57,,
18,RAND-N48053-28,2,A-1,1,1.01,,
19,A-2,1,RAND-N48053-28,0,0.0,,
20,AFQJ00-0100,2,,3,0.66,,
21,AFZG00-0110,2,,3,1.01,,
22,AFZG00-0120,2,,3,0.37,,
23,AFZG00-0130,2,,3,0.62,,
24,AFZG00-0140,2,,5,0.43,,
25,AFZG00-0160,2,,1,0.42,,
26,AKQS00-0020,2,,1,0.98,,6
27,AKZY00-0030,2,,1,0.99,,
28,AKCP00-0040,2,,1,2.09,,
29,AKYY00-0050,2,,1,1.5,,
30,AKCP00-0060,2,,1,1.8,,
31,AKCP00-0070,2,,1,1.98,,
32,AWWB00-0030,2,,1,1.05,,
33,AWWB00-0050,2,,1,1.07,,
34,AWWB00-1600,2,,1,0.55,,
35,FWQJ00-1960,2,,1,0.7,,
36,AYWB00-0050,2,,1,4.27,,
37,AYQQ00-0060,2,,2,5.66,,2
38,FYQJ00-1130,2,,2,5.69,,
39,ACZY00-0010,2,,1,0.8,,
40,ACYY00-0020,2,,1,0.8,,
41,ACCP00-0030,2,,1,0.64,,
42,ACCP00-0070,2,,1,0.57,,
43,AQHS00-0080,2,,1,1.58,,
44,AQHS00-0090,2,,1,1.4,,
45,AQHS00-0110,2,,1,1.46,,
46,AQHS00-0120,2,,1,2.19,,
47,AQHS00-0150,2,,1,1.33,,
48,AQQS00-0160,2,,1,0.89,,6
49,AQQJ00-0170,2,,2,2.89,,2
50,AQHD00-0180,2,,1,0.82,,
51,AJZY00-0220,2,,1,2.35,,
52,AJYY00-0230,2,,1,0.42,,
53,AJZY00-0260,2,,1,2.52,,
54,AJZY00-0280,2,,1,0.33,,
55,AJQX00-0290,2,,1,1.36,,4
56,AJHS00-0300,2,,1,0.49,,
57,AJYYA1-0310,2,,2,1.2,,
58,AJWC00-0580,2,,5,1.23,,4
59,AEQS00-0020,2,,1,2.11,,6
60,AEQS00-0030,2,,1,1.41,,6
61,AEHS00-0040,2,,1,7.16,,
62,AEQX00-0050,2,,1,1.26,,4
63,AEQS00-0060,2,,1,0.67,,6
64,AEQS00-0070,2,,1,0.51,,6
65,DXHS00-0010,2,,1,1.51,,
66,DXHS00-0020,2,,2,2.15,,
67,AGHXB1-0070,2,,1,2.47,,4
68,AGHXB2-0080,2,,1,2.08,,4
69,AGHXB3-0090,2,,1,2.2,,4
70,AGHXB5-0110,2,,1,1.96,,4
71,AGWC00-0130,2,,1,1.98,,4
72,EGZY00-0140,2,,1,1.46,,
73,ENHSB1-0310,2,,1,2.37,,
74,ENHSB1-0340,2,,1,1.66,,
75,ENHDB1-0290,2,,1,2.92,,
76,ENHDB1-0270,2,,1,1.89,,
77,ENHDB1-0250,2,,1,1.44,,
78,ENHDB1-0220,2,,1,1.79,,
79,ENWCB1-0350,2,,5,2.67,,4
80,ENHDB1-0210,2,,1,2.35,,
81,ENHDB1-0200,2,,1,1.91,,
82,ENHDB1-0180,2,,1,1.82,,
83,ENHSB1-0440,2,,1,1.98,,
84,ENHSB1-0420,2,,1,1.88,,
85,ARWB00-0030,2,,2,2.56,,
86,ARWB00-0040,2,,2,2.51,,
87,ARWB00-0050,2,,2,2.23,,
88,ARWB00-0060,2,,2,2.92,,
89,ARWB00-0070,2,,2,3.09,,
