序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,2.21,1,6
4,FAQJ00-3450,2,,2,2.62,1,
5,FDQJ00-2000,2,,2,2.02,1,
6,ABQJ00-0010,2,,2,4.13,1,
7,AJYY00-0030,2,,2,1.81,,
8,AJZY00-0020,2,,2,1.03,,
9,AJZY00-0040,2,AJZY00-0020,2,1.44,,
10,AJYY00-0050,2,,2,1.68,,
11,RAND-N24281-26,2,AJYY00-0050,5,1.12,,
12,AJYY00-0070,2,RAND-N24281-26,2,1.47,,
13,AJZY00-0080,2,,2,1.07,,
14,AJCP00-0090,2,,2,1.93,,
15,AJCP00-0100,2,,2,0.59,,
16,RAND-N9148-16,2,AJCP00-0100,1,0.58,,
17,AJCP00-0130,2,RAND-N9148-16,2,1.3,,
18,AJCP00-0110,2,,2,1.57,,
19,AJCP00-0120,2,,2,0.5,,
20,AJCP00-0170,2,,2,0.6,,
21,AJWB00-0180,2,AJWB00-0190,2,0.89,,
22,AJWB00-0190,2,,2,0.83,,
23,AJQJ00-0200,2,,2,1.31,,
24,AEQJ00-0010,2,,2,8.52,,
25,AEQJ00-0080,2,,2,48.57,,
26,AGQJ00-0010,2,,2,2.62,,
27,FJQJ00-0370,2,,2,1.12,,
28,ABHS00-2180,2,,2,1.63,,
29,RAND-N23263-10,2,A-1,2,1.15,,
30,A-2,1,RAND-N23263-10,0,0.0,,
31,AFZG00-0110,2,,3,0.98,,
32,AFZG00-0120,2,,3,0.32,,
33,AFZG00-0130,2,,3,0.56,,
34,AFZG00-0150,2,,5,0.32,,
35,AFZG00-0160,2,,1,0.59,,
36,AFZG00-0170,2,,1,0.46,,
37,AKQS00-0020,2,,1,0.93,,6
38,AKCP00-0040,2,,1,0.93,,
39,AKYY00-0050,2,,1,1.42,,
40,AKCP00-0070,2,,1,1.52,,
41,AMYG00-0010,2,,1,0.67,,
42,AWWB00-0020,2,,1,0.68,,
43,AWWC00-0040,2,,1,0.68,,4
44,AWWB00-0050,2,,1,1.02,,
45,AYWB00-0040,2,,1,4.55,,
46,AYQQ00-0060,2,,2,6.03,,2
47,AYHS00-0070,2,,1,5.21,,
48,AYWC00-1980,2,,3,5.09,,4
49,ACZY00-0010,2,,1,0.91,,
50,ACYY00-0020,2,,1,0.75,,
51,ACCP00-0040,2,,1,0.48,,
52,ACCP00-0050,2,,1,0.54,,
53,ACCP00-0060,2,,1,0.44,,
54,ACCP00-0070,2,,1,0.63,,
55,ACCP00-0080,2,,1,0.62,,
56,ACZY00-0090,2,,1,1.07,,
57,AQHS00-0020,2,,1,1.19,,
58,AQHS00-0030,2,,1,0.84,,
59,AQHS00-0040,2,,1,1.61,,
60,AQHS00-0060,2,,1,1.04,,
61,AQHS00-0070,2,,1,1.59,,
62,AQHS00-0080,2,,1,1.44,,
63,AQHS00-0090,2,,1,0.95,,
64,AQHS00-0100,2,,1,1.39,,
65,AQHS00-0110,2,,1,1.11,,
66,AQHS00-0120,2,,1,1.63,,
67,AQHS00-0130,2,,2,1.79,,
68,RAND-N13946-29,2,AQHS00-0120,1,1.91,,
69,AQHS00-0140,2,RAND-N13946-29,2,0.7,,
70,RAND-N86959-13,2,AQHS00-0130,2,1.33,,
71,AQHS00-0150,2,RAND-N86959-13,1,0.88,,
72,AQQS00-0160,2,,1,0.96,,6
73,AQQJ00-0170,2,AQHS00-0130,2,3.89,,2
74,AQWC00-0190,2,,1,0.88,,4
75,AJZY00-0220,2,,1,2.73,,
76,AJYY00-0230,2,,1,0.52,,
77,AJZY00-0240,2,,1,0.52,,
78,AJYY00-0250,2,,1,2.0,,
79,AJZY00-0260,2,,1,1.77,,
80,AJYY00-0270,2,,1,0.34,,
81,AJZY00-0280,2,,1,0.36,,
82,AJHS00-0300,2,,1,0.6,,
83,AJWC00-0560,2,,1,0.55,,4
84,AJWC00-0570,2,,1,1.64,,4
85,AEQS00-0020,2,,1,1.32,,6
86,AEQX00-0050,2,,1,1.3,,4
87,AEQS00-0060,2,,1,0.73,,6
