序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.51,1,6
4,FAQJ00-3450,2,,2,3.2,1,
5,ABQJ00-0010,2,,2,3.21,1,
6,AJYY00-0030,2,,2,1.3,,
7,AJZY00-0020,2,,2,1.16,,
8,AJZY00-0040,2,AJZY00-0020,2,1.59,,
9,AJYY00-0070,2,,2,1.2,,
10,AJZY00-0060,2,,2,1.14,,
11,RAND-N14256-7,2,AJZY00-0060,2,2.13,,
12,AJZY00-0080,2,RAND-N14256-7,2,1.39,,
13,AJCP00-0090,2,,2,2.42,,
14,AJCP00-0100,2,,2,0.76,,
15,RAND-N49170-3,2,AJCP00-0100,2,0.66,,
16,AJCP00-0130,2,RAND-N49170-3,2,1.82,,
17,AJCP00-0110,2,,2,2.05,,
18,AJCP00-0120,2,,2,0.46,,
19,RAND-N61024-41,2,AJCP00-0120,2,0.52,,
20,RAND-N59033-39,2,AJCP00-0110,2,2.3,,
21,AJCP00-0140,2,"RAND-N59033-39,RAND-N61024-41",2,1.41,,
22,AJCP00-0150,2,,2,1.36,,
23,RAND-N17654-13,2,AJCP00-0150,3,0.99,,
24,AJCP00-0160,2,RAND-N17654-13,2,2.15,,
25,AJCP00-0170,2,AJCP00-0160,2,0.78,,
26,RAND-N34228-23,2,AJWB00-0190,2,1.12,,
27,AJWB00-0180,2,RAND-N34228-23,2,0.9,,
28,AJWB00-0190,2,,2,1.04,,
29,AJQJ00-0200,2,,2,0.95,,
30,AEQJ00-0010,2,,2,10.02,,
31,FJQJ00-0370,2,,2,0.91,,
32,ABHS00-2180,2,,2,1.67,,
33,A-2,1,A-1,0,0.0,,
34,AFZG00-0110,2,,3,1.0,,
35,AFZG00-0120,2,,3,0.59,,
36,AFZG00-0130,2,,3,0.57,,
37,AFZG00-0140,2,,5,0.45,,
38,AFZG00-0160,2,,1,0.51,,
39,AFZG00-0170,2,,1,0.45,,
40,AKQS00-0020,2,,1,1.13,,6
41,AKCP00-0040,2,,1,1.73,,
42,AKCP00-0060,2,,1,1.83,,
43,AKCP00-0070,2,,1,1.31,,
44,AMYG00-0010,2,,1,0.65,,
45,AWWB00-0010,2,,2,1.08,,
46,AWWB00-0020,2,,1,0.95,,
47,AWWB00-0030,2,,1,0.77,,
48,AWWC00-0040,2,,1,1.0,,4
49,AWWB00-0050,2,,1,0.79,,
50,BWQS00-0090,2,,1,1.06,,6
51,AWWB00-1600,2,,1,0.64,,
52,FWQJ00-1960,2,,1,0.78,,
53,AYWB00-0040,2,,1,5.54,,
54,AYWB00-0050,2,,1,4.43,,
55,AYQQ00-0080,2,,1,5.75,,2
56,AYZQ00-0090,2,,1,5.79,,
57,FYQJ00-1130,2,AYZQ00-0090,2,5.81,,
58,ACZY00-0010,2,,1,1.12,,
59,ACYY00-0020,2,,1,1.31,,
60,ACCP00-0030,2,,1,0.57,,
61,ACCP00-0040,2,,1,0.63,,
62,ACCP00-0050,2,,1,0.37,,
63,ACCP00-0060,2,,1,0.35,,
64,ACCP00-0070,2,,1,0.33,,
65,ACCP00-0080,2,,1,0.61,,
66,ACZY00-0090,2,,1,0.67,,
67,AQHS00-0020,2,,1,1.37,,
68,AQHS00-0030,2,,1,1.15,,
69,AQHS00-0060,2,,1,1.53,,
70,AQHS00-0070,2,,1,1.93,,
71,AQHS00-0080,2,,1,0.88,,
72,AQHS00-0090,2,,1,0.99,,
73,AQHS00-0100,2,,1,1.61,,
74,AQHS00-0110,2,,1,1.66,,
75,AQHS00-0120,2,,1,1.68,,
76,AQHS00-0130,2,,2,1.05,,
77,AQHS00-0140,2,AQHS00-0120,2,0.99,,
78,AQHS00-0150,2,AQHS00-0130,1,0.61,,
79,AQQS00-0160,2,,1,0.91,,6
80,RAND-N84393-18,2,AQHS00-0130,2,1.32,,
81,AQQJ00-0170,2,RAND-N84393-18,2,3.34,,2
82,AQHD00-0180,2,,1,1.31,,
83,AJZY00-0220,2,,1,2.29,,
84,AJYY00-0230,2,,1,0.42,,
