序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.53,1,6
4,FAQJ00-3450,2,,2,3.63,1,
5,ABQJ00-0010,2,,2,2.65,1,
6,AJYY00-0010,2,,2,1.06,,
7,RAND-N11260-10,2,AJYY00-0010,2,1.05,,
8,AJYY00-0030,2,RAND-N11260-10,2,1.3,,
9,AJZY00-0020,2,,2,1.34,,
10,AJZY00-0040,2,AJZY00-0020,2,1.47,,
11,AJYY00-0050,2,,2,1.52,,
12,AJZY00-0060,2,,2,0.9,,
13,AJZY00-0080,2,AJZY00-0060,2,1.6,,
14,AJCP00-0100,2,,2,0.52,,
15,RAND-N82443-23,2,AJCP00-0100,2,0.41,,
16,AJCP00-0130,2,RAND-N82443-23,2,1.38,,
17,AJCP00-0110,2,,2,2.32,,
18,AJCP00-0120,2,,2,0.61,,
19,AJCP00-0140,2,"AJCP00-0110,AJCP00-0120",2,1.42,,
20,AJCP00-0150,2,,2,0.92,,
21,AJWB00-0180,2,AJWB00-0190,2,1.11,,
22,AJWB00-0190,2,,2,0.85,,
23,AJQJ00-0200,2,,2,0.92,,
24,AEQJ00-0080,2,,2,59.34,,
25,AGQJ00-0010,2,,2,3.34,,
26,FJQJ00-0370,2,,2,1.03,,
27,ABHS00-2180,2,,2,2.17,,
28,A-2,1,A-1,0,0.0,,
29,AFZG00-0110,2,,3,0.96,,
30,AFZG00-0120,2,,3,0.71,,
31,AFZG00-0130,2,,3,0.7,,
32,AFZG00-0140,2,,5,0.49,,
33,AFZG00-0160,2,,1,0.25,,
34,AFZG00-0170,2,,1,0.52,,
35,AKQS00-0020,2,,1,1.42,,6
36,AKZY00-0030,2,,1,1.51,,
37,AKCP00-0040,2,,1,1.26,,
38,AKYY00-0050,2,,1,1.17,,
39,AKCP00-0060,2,,1,0.91,,
40,AMYG00-0010,2,,1,0.62,,
41,AWWB00-0020,2,,1,0.79,,
42,AWWB00-0030,2,,1,0.58,,
43,AWWB00-0050,2,,1,0.74,,
44,AWWB00-1600,2,,1,0.28,,
45,FWQJ00-1960,2,,1,0.94,,
46,AYWB00-0040,2,,1,4.43,,
47,AYWB00-0050,2,,1,1.81,,
48,AYQQ00-0060,2,,2,4.72,,2
49,AYHS00-0070,2,,1,7.38,,
50,AYQQ00-0080,2,,1,5.2,,2
51,AYZQ00-0090,2,,1,6.24,,
52,AYWC00-1980,2,,3,4.08,,4
53,FYQJ00-1130,2,AYZQ00-0090,2,4.99,,
54,ACZY00-0010,2,,1,1.02,,
55,ACYY00-0020,2,,1,0.84,,
56,ACCP00-0030,2,,1,0.44,,
57,ACCP00-0040,2,,1,0.48,,
58,ACCP00-0050,2,,1,0.63,,
59,ACCP00-0060,2,,1,0.44,,
60,ACCP00-0070,2,,1,0.53,,
61,ACCP00-0080,2,,1,0.43,,
62,ACZY00-0090,2,,1,0.9,,
63,AQHS00-0020,2,,1,1.05,,
64,AQHS00-0030,2,,1,0.8,,
65,AQHS00-0040,2,,1,1.22,,
66,AQHS00-0060,2,,1,1.55,,
67,AQHS00-0070,2,,1,1.91,,
68,AQHS00-0090,2,,1,1.34,,
69,AQHS00-0100,2,,1,1.21,,
70,AQHS00-0120,2,,1,1.47,,
71,AQHS00-0130,2,,2,1.31,,
72,RAND-N20008-6,2,AQHS00-0120,2,1.69,,
73,AQHS00-0140,2,RAND-N20008-6,2,1.25,,
74,RAND-N44545-5,2,AQHS00-0130,1,1.26,,
75,AQHS00-0150,2,RAND-N44545-5,1,0.62,,
76,RAND-N96915-7,2,AQHS00-0130,2,1.84,,
77,AQQJ00-0170,2,RAND-N96915-7,2,3.81,,2
78,AQHD00-0180,2,,1,1.39,,
79,AQWC00-0190,2,,1,1.08,,4
80,AJZY00-0220,2,,1,1.87,,
81,AJYY00-0230,2,,1,0.43,,
82,AJYY00-0250,2,,1,2.85,,
83,AJYY00-0270,2,,1,0.36,,
84,AJQX00-0290,2,,1,1.2,,4
85,AJHS00-0300,2,,1,0.5,,
