序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,FDQJ00-2000,2,,2,2.48,1,
4,ABQJ00-0010,2,,2,3.23,1,
5,AJYY00-0010,2,,2,1.03,,
6,RAND-N67863-16,2,AJYY00-0010,2,0.98,,
7,AJYY00-0030,2,RAND-N67863-16,2,1.41,,
8,AJZY00-0040,2,,2,0.7,,
9,AJYY00-0070,2,,2,1.44,,
10,AJZY00-0060,2,,2,1.27,,
11,AJZY00-0080,2,AJZY00-0060,2,1.67,,
12,AJCP00-0110,2,,2,2.48,,
13,AJCP00-0120,2,,2,0.6,,
14,RAND-N59858-21,2,AJCP00-0120,1,0.74,,
15,AJCP00-0140,2,"AJCP00-0110,RAND-N59858-21",2,0.8,,
16,AJCP00-0160,2,,2,2.81,,
17,AEQJ00-0080,2,,2,42.47,,
18,RAND-N49802-0,2,A-1,1,0.75,,
19,A-2,1,RAND-N49802-0,0,0.0,,
20,AFQJ00-0100,2,,3,0.93,,
21,AFZG00-0130,2,,3,0.51,,
22,AFZG00-0150,2,,5,0.63,,
23,AFZG00-0160,2,,1,0.53,,
24,AKZY00-0030,2,,1,1.52,,
25,AKYY00-0050,2,,1,1.47,,
26,AKCP00-0060,2,,1,1.75,,
27,AWWB00-0020,2,,1,0.95,,
28,AWWB00-0030,2,,1,0.74,,
29,AWWC00-0040,2,,1,0.81,,4
30,AWWB00-0050,2,,1,0.83,,
31,BWQS00-0090,2,,1,1.13,,6
32,AWWB00-1600,2,,1,0.57,,
33,FWQJ00-1960,2,,1,0.86,,
34,AYWB00-0040,2,,1,4.0,,
35,AYWB00-0050,2,,1,4.53,,
36,AYQQ00-0080,2,,1,6.16,,2
37,AYZQ00-0090,2,,1,7.41,,
38,FYQJ00-1130,2,AYZQ00-0090,2,7.23,,
39,ACCP00-0030,2,,1,0.68,,
40,ACCP00-0040,2,,1,0.6,,
41,ACCP00-0060,2,,1,0.47,,
42,ACCP00-0070,2,,1,0.54,,
43,ACZY00-0090,2,,1,0.8,,
44,AQHS00-0020,2,,1,1.45,,
45,AQHS00-0030,2,,1,1.0,,
46,AQHS00-0060,2,,1,1.75,,
47,AQHS00-0070,2,,1,1.88,,
48,AQHS00-0080,2,,1,1.27,,
49,AQHS00-0090,2,,1,1.19,,
50,AQHS00-0120,2,,1,1.22,,
51,RAND-N88376-7,2,AQHS00-0120,2,1.89,,
52,AQHS00-0140,2,RAND-N88376-7,2,1.05,,
53,AQHS00-0150,2,,1,0.96,,
54,AQQJ00-0170,2,,2,4.28,,2
55,AQHD00-0180,2,,1,1.26,,
56,AJZY00-0220,2,,1,2.74,,
57,AJYY00-0230,2,,1,0.33,,
58,AJZY00-0240,2,,1,0.48,,
59,AJZY00-0260,2,,1,2.57,,
60,AJQX00-0290,2,,1,0.77,,4
61,AJHS00-0300,2,,1,0.62,,
62,AJYYA1-0310,2,,2,1.18,,
63,AJWC00-0560,2,,1,0.43,,4
64,AJWC00-0580,2,,5,1.38,,4
65,AEQS00-0020,2,,1,1.16,,6
66,AEQX00-0050,2,,1,0.46,,4
67,AEQS00-0060,2,,1,0.57,,6
68,AEQS00-0070,2,,1,0.59,,6
69,AEZY00-0430,2,,1,1.55,,
70,DXHS00-0010,2,,1,3.59,,
71,DXHS00-0020,2,,2,1.66,,
72,AGHXB1-0070,2,,1,1.68,,4
73,AGHXB2-0080,2,,1,2.24,,4
74,AGHXB3-0090,2,,1,1.87,,4
75,AGHXB4-0100,2,,1,1.72,,4
76,EGYY00-0150,2,,1,2.31,,
77,ENWCB1-0390,2,,2,2.15,,4
78,ENHSB1-0380,2,,1,1.69,,
79,ENHSB1-0430,2,,1,1.97,,
80,ENHSB1-0320,2,,1,2.43,,
81,ENHSB1-0340,2,,1,2.23,,
82,ENWCB1-0370,2,,1,1.87,,4
83,ENQSB1-0360,2,,1,1.65,,6
84,ENHDB1-0260,2,,1,1.77,,
85,ENHDB1-0240,2,,1,1.85,,
86,ENHDB1-0230,2,,1,2.53,,
87,ENHDB1-0220,2,,1,1.37,,
