序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.94,1,6
4,FAQJ00-3450,2,,2,3.58,1,
5,ABQJ00-0010,2,,2,2.14,1,
6,AJYY00-0030,2,,2,1.99,,
7,AJZY00-0040,2,,2,1.41,,
8,AJYY00-0050,2,,2,1.19,,
9,AJZY00-0060,2,,2,1.18,,
10,RAND-N61943-34,2,AJZY00-0060,2,1.05,,
11,AJZY00-0080,2,RAND-N61943-34,2,1.41,,
12,AJCP00-0100,2,,2,0.45,,
13,RAND-N20628-0,2,AJCP00-0100,1,0.42,,
14,AJCP00-0130,2,RAND-N20628-0,2,2.07,,
15,AJCP00-0110,2,,2,2.24,,
16,AJCP00-0150,2,,2,1.11,,
17,RAND-N79841-14,2,AJCP00-0150,1,1.55,,
18,AJCP00-0160,2,RAND-N79841-14,2,2.07,,
19,RAND-N76916-15,2,AJCP00-0160,2,2.96,,
20,AJCP00-0170,2,RAND-N76916-15,2,0.73,,
21,AJWB00-0180,2,AJWB00-0190,2,1.33,,
22,AJWB00-0190,2,,2,1.56,,
23,AEQJ00-0010,2,,2,6.42,,
24,AEQJ00-0080,2,,2,54.54,,
25,FJQJ00-0370,2,,2,0.57,,
26,ABHS00-2180,2,,2,1.64,,
27,RAND-N86127-25,2,A-1,1,1.06,,
28,A-2,1,RAND-N86127-25,0,0.0,,
29,AFQJ00-0100,2,,3,0.55,,
30,AFZG00-0110,2,,3,1.14,,
31,AFZG00-0120,2,,3,0.34,,
32,AFZG00-0130,2,,3,0.62,,
33,AFZG00-0150,2,,5,0.5,,
34,AFZG00-0160,2,,1,0.5,,
35,AKZY00-0030,2,,1,1.57,,
36,AKCP00-0040,2,,1,1.18,,
37,AKCP00-0060,2,,1,1.52,,
38,AKCP00-0070,2,,1,1.44,,
39,AMYG00-0010,2,,1,0.8,,
40,AWWB00-0010,2,,2,0.9,,
41,AWWB00-0020,2,,1,0.95,,
42,AWWB00-0050,2,,1,1.05,,
43,BWQS00-0090,2,,1,1.21,,6
44,AWWB00-1600,2,,1,0.57,,
45,FWQJ00-1960,2,,1,0.73,,
46,AYWB00-0040,2,,1,3.5,,
47,AYQQ00-0060,2,,2,5.34,,2
48,ACZY00-0010,2,,1,0.63,,
49,ACCP00-0030,2,,1,0.66,,
50,ACCP00-0040,2,,1,0.89,,
51,ACCP00-0050,2,,1,0.43,,
52,ACCP00-0060,2,,1,0.48,,
53,ACCP00-0070,2,,1,0.66,,
54,ACZY00-0090,2,,1,1.14,,
55,AQHS00-0040,2,,1,1.19,,
56,AQHS00-0060,2,,1,1.43,,
57,AQHS00-0070,2,,1,1.44,,
58,AQHS00-0080,2,,1,1.71,,
59,AQHS00-0090,2,,1,1.86,,
60,AQHS00-0100,2,,1,1.46,,
61,AQHS00-0110,2,,1,1.54,,
62,AQHS00-0130,2,,2,1.03,,
63,RAND-N25326-10,2,AQHS00-0130,1,1.77,,
64,AQHS00-0150,2,RAND-N25326-10,1,1.02,,
65,AQQS00-0160,2,,1,0.9,,6
66,RAND-N66743-29,2,AQHS00-0130,2,2.41,,
67,AQQJ00-0170,2,RAND-N66743-29,2,3.78,,2
68,AQWC00-0190,2,,1,0.68,,4
69,AJZY00-0220,2,,1,1.5,,
70,AJZY00-0240,2,,1,0.36,,
71,AJYY00-0250,2,,1,1.85,,
72,AJZY00-0260,2,,1,2.79,,
73,AJZY00-0280,2,,1,0.45,,
74,AJQX00-0290,2,,1,1.64,,4
75,AJHS00-0300,2,,1,0.59,,
76,AJWC00-0560,2,,1,0.31,,4
77,AJWC00-0570,2,,1,1.02,,4
78,AEQS00-0020,2,,1,1.72,,6
79,AEHS00-0040,2,,1,5.26,,
80,AEQX00-0050,2,,1,1.31,,4
81,DXHS00-0020,2,,2,2.42,,
82,AGHXB2-0080,2,,1,2.46,,4
83,AGHXB3-0090,2,,1,1.82,,4
84,AGHXB4-0100,2,,1,1.58,,4
85,AGHS00-0120,2,,2,1.47,,
86,AGWC00-0130,2,,1,2.43,,4
