序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.37,1,6
4,FDQJ00-2000,2,,2,2.02,1,
5,AJYY00-0010,2,,2,1.19,,
6,AJYY00-0030,2,AJYY00-0010,2,1.6,,
7,AJZY00-0020,2,,2,1.39,,
8,AJZY00-0040,2,AJZY00-0020,2,0.61,,
9,AJYY00-0050,2,,2,1.43,,
10,AJZY00-0080,2,,2,1.51,,
11,AJCP00-0100,2,,2,0.46,,
12,AJCP00-0110,2,,2,2.13,,
13,AJCP00-0120,2,,2,0.56,,
14,RAND-N39066-0,2,AJCP00-0110,2,1.41,,
15,AJCP00-0140,2,"AJCP00-0120,RAND-N39066-0",2,1.31,,
16,AJCP00-0150,2,,2,1.15,,
17,AJCP00-0160,2,AJCP00-0150,2,2.81,,
18,AJCP00-0170,2,AJCP00-0160,2,0.55,,
19,AJWB00-0180,2,,2,1.0,,
20,AJQJ00-0200,2,,2,1.28,,
21,AEQJ00-0010,2,,2,8.29,,
22,AEQJ00-0080,2,,2,50.7,,
23,AGQJ00-0010,2,,2,2.7,,
24,A-2,1,A-1,0,0.0,,
25,AFQJ00-0100,2,,3,0.75,,
26,AFZG00-0120,2,,3,0.4,,
27,AFZG00-0140,2,,5,0.53,,
28,AFZG00-0170,2,,1,0.49,,
29,AKQS00-0020,2,,1,1.1,,6
30,AKZY00-0030,2,,1,1.16,,
31,AKCP00-0040,2,,1,1.22,,
32,AKYY00-0050,2,,1,1.43,,
33,AMYG00-0010,2,,1,0.57,,
34,AWWB00-0010,2,,2,1.04,,
35,AWWB00-0030,2,,1,0.67,,
36,AWWB00-0050,2,,1,1.0,,
37,AWWB00-1600,2,,1,0.63,,
38,FWQJ00-1960,2,,1,0.73,,
39,AYWB00-0040,2,,1,3.75,,
40,AYQQ00-0080,2,,1,5.77,,2
41,AYWC00-1980,2,,3,4.33,,4
42,FYQJ00-1130,2,,2,5.34,,
43,ACZY00-0010,2,,1,1.0,,
44,ACCP00-0030,2,,1,0.74,,
45,ACCP00-0060,2,,1,0.4,,
46,ACCP00-0070,2,,1,0.28,,
47,ACCP00-0080,2,,1,0.43,,
48,AQHS00-0020,2,,1,1.21,,
49,AQHS00-0030,2,,1,1.25,,
50,AQHS00-0040,2,,1,1.21,,
51,AQHS00-0050,2,,1,1.06,,
52,AQHS00-0080,2,,1,1.51,,
53,AQHS00-0090,2,,1,1.42,,
54,AQHS00-0100,2,,1,1.66,,
55,AQHS00-0130,2,,2,2.01,,
56,AQHS00-0140,2,,2,1.12,,
57,AQQS00-0160,2,,1,0.79,,6
58,RAND-N62625-16,2,AQHS00-0130,1,1.29,,
59,AQQJ00-0170,2,RAND-N62625-16,2,3.35,,2
60,AQHD00-0180,2,,1,0.83,,
61,AJZY00-0220,2,,1,2.0,,
62,AJYY00-0250,2,,1,1.97,,
63,AJZY00-0260,2,,1,2.34,,
64,AJYY00-0270,2,,1,0.41,,
65,AJZY00-0280,2,,1,0.48,,
66,AJYYA1-0310,2,,2,1.46,,
67,AJWC00-0560,2,,1,0.38,,4
68,AJWC00-0580,2,,5,1.38,,4
69,AEQS00-0020,2,,1,1.84,,6
70,AEQS00-0030,2,,1,0.82,,6
71,AEHS00-0040,2,,1,7.2,,
72,AEQS00-0060,2,,1,0.77,,6
73,AEQS00-0070,2,,1,0.61,,6
74,AEZY00-0430,2,,1,1.1,,
75,DXHS00-0020,2,,2,1.57,,
76,AGHXB2-0080,2,,1,2.02,,4
77,AGHXB3-0090,2,,1,1.93,,4
78,AGHXB4-0100,2,,1,2.53,,4
79,AGHXB5-0110,2,,1,2.24,,4
80,AGWC00-0130,2,,1,2.82,,4
81,ENWCB1-0390,2,,2,2.32,,4
82,ENHSB1-0320,2,,1,1.08,,
83,ENHSB1-0340,2,,1,1.83,,
84,ENWCB1-0370,2,,1,2.93,,4
85,ENQSB1-0360,2,,1,1.54,,6
86,ENHDB1-0300,2,,1,2.13,,
87,ENHDB1-0290,2,,1,1.81,,
