序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.65,1,6
4,FAQJ00-3450,2,,2,2.12,1,
5,FDQJ00-2000,2,,2,1.99,1,
6,ABQJ00-0010,2,,2,3.77,1,
7,AJYY00-0010,2,,2,1.02,,
8,AJYY00-0030,2,AJYY00-0010,2,1.75,,
9,AJZY00-0020,2,,2,1.21,,
10,AJYY00-0050,2,,2,1.52,,
11,AJYY00-0070,2,AJYY00-0050,2,1.32,,
12,AJZY00-0060,2,,2,1.57,,
13,AJZY00-0080,2,AJZY00-0060,2,1.59,,
14,AJCP00-0090,2,,2,2.26,,
15,AJCP00-0100,2,,2,0.61,,
16,AJCP00-0130,2,AJCP00-0100,2,1.24,,
17,AJCP00-0120,2,,2,0.69,,
18,AJCP00-0140,2,AJCP00-0120,2,1.3,,
19,AJCP00-0150,2,,2,0.67,,
20,AJCP00-0160,2,AJCP00-0150,2,3.45,,
21,AJCP00-0170,2,AJCP00-0160,2,0.6,,
22,AJWB00-0190,2,,2,1.28,,
23,AJQJ00-0200,2,,2,1.42,,
24,AEQJ00-0010,2,,2,6.04,,
25,AEQJ00-0080,2,,2,66.53,,
26,AGQJ00-0010,2,,2,3.69,,
27,FJQJ00-0370,2,,2,1.04,,
28,ABHS00-2180,2,,2,1.91,,
29,A-2,1,A-1,0,0.0,,
30,AFQJ00-0100,2,,3,0.64,,
31,AFZG00-0110,2,,3,0.9,,
32,AFZG00-0120,2,,3,0.6,,
33,AFZG00-0130,2,,3,0.59,,
34,AFZG00-0140,2,,5,0.6,,
35,AFZG00-0160,2,,1,0.61,,
36,AFZG00-0170,2,,1,0.55,,
37,AKQS00-0020,2,,1,1.21,,6
38,AKCP00-0040,2,,1,1.82,,
39,AKYY00-0050,2,,1,1.91,,
40,AKCP00-0060,2,,1,1.77,,
41,AKCP00-0070,2,,1,1.92,,
42,AMYG00-0010,2,,1,0.75,,
43,AWWB00-0010,2,,2,0.67,,
44,AWWB00-0020,2,,1,0.82,,
45,AWWB00-0030,2,,1,0.85,,
46,AWWC00-0040,2,,1,0.66,,4
47,BWQS00-0090,2,,1,0.83,,6
48,AWWB00-1600,2,,1,0.56,,
49,FWQJ00-1960,2,,1,0.76,,
50,AYWB00-0040,2,,1,5.44,,
51,AYWB00-0050,2,,1,5.14,,
52,AYQQ00-0060,2,,2,5.94,,2
53,AYHS00-0070,2,,1,4.54,,
54,AYQQ00-0080,2,,1,6.13,,2
55,AYZQ00-0090,2,,1,5.7,,
56,AYWC00-1980,2,,3,5.72,,4
57,FYQJ00-1130,2,AYZQ00-0090,2,9.49,,
58,ACZY00-0010,2,,1,1.0,,
59,ACYY00-0020,2,,1,0.93,,
60,ACCP00-0030,2,,1,0.57,,
61,ACCP00-0040,2,,1,0.68,,
62,ACCP00-0050,2,,1,0.54,,
63,ACCP00-0060,2,,1,0.48,,
64,ACCP00-0070,2,,1,0.55,,
65,ACCP00-0080,2,,1,0.56,,
66,ACZY00-0090,2,,1,1.01,,
67,AQHS00-0020,2,,1,1.34,,
68,AQHS00-0030,2,,1,1.25,,
69,AQHS00-0040,2,,1,0.92,,
70,AQHS00-0060,2,,1,1.85,,
71,AQHS00-0070,2,,1,1.22,,
72,AQHS00-0090,2,,1,1.9,,
73,AQHS00-0120,2,,1,1.85,,
74,AQHS00-0130,2,,2,1.63,,
75,AQHS00-0140,2,AQHS00-0120,2,0.96,,
76,AQHS00-0150,2,AQHS00-0130,1,1.0,,
77,AQQS00-0160,2,,1,0.87,,6
78,AQQJ00-0170,2,AQHS00-0130,2,3.58,,2
79,AQWC00-0190,2,,1,1.07,,4
80,AJYY00-0230,2,,1,0.43,,
81,AJZY00-0240,2,,1,0.46,,
82,AJYY00-0250,2,,1,2.22,,
83,AJZY00-0260,2,,1,1.94,,
84,AJYY00-0270,2,,1,0.52,,
85,AJZY00-0280,2,,1,0.37,,
86,AJQX00-0290,2,,1,1.42,,4
87,AJHS00-0300,2,,1,0.58,,
