序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.32,1,6
4,FDQJ00-2000,2,,2,2.35,1,
5,ABQJ00-0010,2,,2,3.54,1,
6,AJYY00-0010,2,,2,1.14,,
7,AJZY00-0040,2,,2,1.41,,
8,AJYY00-0050,2,,2,1.65,,
9,RAND-N40704-10,2,AJYY00-0050,2,0.37,,
10,AJYY00-0070,2,RAND-N40704-10,2,1.2,,
11,AJZY00-0060,2,,2,1.08,,
12,AJCP00-0090,2,,2,1.89,,
13,AJCP00-0130,2,,2,1.3,,
14,AJCP00-0110,2,,2,1.75,,
15,AJCP00-0120,2,,2,0.58,,
16,RAND-N64966-27,2,AJCP00-0120,2,0.43,,
17,RAND-N30446-13,2,AJCP00-0110,1,2.27,,
18,AJCP00-0140,2,"RAND-N30446-13,RAND-N64966-27",2,1.88,,
19,AJCP00-0150,2,,2,0.98,,
20,RAND-N24342-30,2,AJCP00-0150,2,0.86,,
21,AJCP00-0160,2,RAND-N24342-30,2,2.66,,
22,AJCP00-0170,2,AJCP00-0160,2,0.55,,
23,AGQJ00-0010,2,,2,3.71,,
24,RAND-N98110-22,2,A-1,2,0.95,,
25,A-2,1,RAND-N98110-22,0,0.0,,
26,AFQJ00-0100,2,,3,0.76,,
27,AFZG00-0110,2,,3,0.84,,
28,AFZG00-0120,2,,3,0.45,,
29,AFZG00-0130,2,,3,0.68,,
30,AFZG00-0150,2,,5,0.53,,
31,AFZG00-0160,2,,1,0.49,,
32,AFZG00-0170,2,,1,0.64,,
33,AKQS00-0020,2,,1,1.17,,6
34,AKCP00-0040,2,,1,1.24,,
35,AKYY00-0050,2,,1,1.92,,
36,AKCP00-0060,2,,1,1.19,,
37,AKCP00-0070,2,,1,1.6,,
38,AWWB00-0010,2,,2,0.87,,
39,AWWB00-0020,2,,1,0.91,,
40,AWWB00-0030,2,,1,0.8,,
41,AWWC00-0040,2,,1,0.53,,4
42,AWWB00-1600,2,,1,0.53,,
43,AYWB00-0040,2,,1,3.96,,
44,AYWB00-0050,2,,1,4.27,,
45,AYQQ00-0060,2,,2,6.32,,2
46,AYHS00-0070,2,,1,4.4,,
47,AYQQ00-0080,2,,1,5.78,,2
48,AYZQ00-0090,2,,1,5.65,,
49,AYWC00-1980,2,,3,8.12,,4
50,RAND-N51400-44,2,AYZQ00-0090,1,7.39,,
51,FYQJ00-1130,2,RAND-N51400-44,2,4.2,,
52,ACZY00-0010,2,,1,0.86,,
53,ACYY00-0020,2,,1,0.61,,
54,ACCP00-0030,2,,1,0.67,,
55,ACCP00-0040,2,,1,0.56,,
56,ACCP00-0050,2,,1,0.41,,
57,ACCP00-0060,2,,1,0.54,,
58,ACCP00-0070,2,,1,0.36,,
59,AQHS00-0030,2,,1,1.36,,
60,AQHS00-0040,2,,1,1.72,,
61,AQHS00-0060,2,,1,1.68,,
62,AQHS00-0070,2,,1,1.13,,
63,AQHS00-0080,2,,1,1.64,,
64,AQHS00-0100,2,,1,1.9,,
65,AQHS00-0110,2,,1,1.65,,
66,AQHS00-0120,2,,1,1.19,,
67,AQHS00-0130,2,,2,1.99,,
68,RAND-N89421-8,2,AQHS00-0130,2,2.55,,
69,AQHS00-0150,2,RAND-N89421-8,1,1.13,,
70,AQQS00-0160,2,,1,1.11,,6
71,AQHD00-0180,2,,1,1.24,,
72,AQWC00-0190,2,,1,0.81,,4
73,AJZY00-0220,2,,1,2.19,,
74,AJYY00-0230,2,,1,0.41,,
75,AJZY00-0240,2,,1,0.49,,
76,AJYY00-0250,2,,1,2.24,,
77,AJZY00-0260,2,,1,3.11,,
78,AJYY00-0270,2,,1,0.43,,
79,AJZY00-0280,2,,1,0.43,,
80,AJQX00-0290,2,,1,1.24,,4
81,AJYYA1-0310,2,,2,1.34,,
82,AJWC00-0570,2,,1,1.11,,4
83,AJWC00-0580,2,,5,0.83,,4
84,AEQS00-0020,2,,1,1.93,,6
85,AEQS00-0030,2,,1,0.71,,6
86,AEHS00-0040,2,,1,5.21,,
