序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,FAQJ00-3450,2,,2,3.8,1,
4,ABQJ00-0010,2,,2,3.2,1,
5,AJYY00-0030,2,,2,1.3,,
6,AJZY00-0020,2,,2,1.15,,
7,AJZY00-0040,2,AJZY00-0020,2,0.86,,
8,AJYY00-0070,2,,2,1.52,,
9,AJZY00-0060,2,,2,1.21,,
10,AJCP00-0090,2,,2,2.01,,
11,AJCP00-0100,2,,2,0.57,,
12,AJCP00-0130,2,AJCP00-0100,2,1.55,,
13,AJCP00-0120,2,,2,0.72,,
14,AJCP00-0150,2,,2,0.94,,
15,AJWB00-0180,2,AJWB00-0190,2,0.96,,
16,AJWB00-0190,2,,2,1.18,,
17,AJQJ00-0200,2,,2,1.41,,
18,AEQJ00-0010,2,,2,10.35,,
19,AGQJ00-0010,2,,2,4.38,,
20,FJQJ00-0370,2,,2,1.27,,
21,A-2,1,A-1,0,0.0,,
22,AFQJ00-0100,2,,3,0.85,,
23,AFZG00-0110,2,,3,0.69,,
24,AFZG00-0120,2,,3,0.54,,
25,AFZG00-0130,2,,3,0.26,,
26,AFZG00-0150,2,,5,0.49,,
27,AFZG00-0170,2,,1,0.56,,
28,AKQS00-0020,2,,1,1.12,,6
29,AKYY00-0050,2,,1,1.21,,
30,AKCP00-0060,2,,1,1.62,,
31,AKCP00-0070,2,,1,1.28,,
32,AMYG00-0010,2,,1,0.54,,
33,AWWB00-0010,2,,2,0.73,,
34,AWWB00-0020,2,,1,0.94,,
35,BWQS00-0090,2,,1,1.17,,6
36,AWWB00-1600,2,,1,0.36,,
37,AYWB00-0040,2,,1,4.75,,
38,AYWB00-0050,2,,1,5.66,,
39,AYHS00-0070,2,,1,4.19,,
40,AYQQ00-0080,2,,1,5.01,,2
41,ACZY00-0010,2,,1,0.74,,
42,ACYY00-0020,2,,1,1.01,,
43,ACCP00-0030,2,,1,0.67,,
44,ACCP00-0050,2,,1,0.47,,
45,ACCP00-0060,2,,1,0.29,,
46,ACCP00-0070,2,,1,0.46,,
47,ACCP00-0080,2,,1,0.63,,
48,ACZY00-0090,2,,1,0.96,,
49,AQHS00-0020,2,,1,1.51,,
50,AQHS00-0030,2,,1,1.26,,
51,AQHS00-0050,2,,1,0.86,,
52,AQHS00-0060,2,,1,1.85,,
53,AQHS00-0070,2,,1,1.11,,
54,AQHS00-0090,2,,1,1.68,,
55,AQHS00-0100,2,,1,1.46,,
56,AQHS00-0110,2,,1,1.37,,
57,AQHS00-0130,2,,2,1.7,,
58,AQHS00-0140,2,,2,0.89,,
59,AQQS00-0160,2,,1,0.85,,6
60,AQQJ00-0170,2,AQHS00-0130,2,3.59,,2
61,AQWC00-0190,2,,1,0.88,,4
62,AJYY00-0230,2,,1,0.3,,
63,AJZY00-0240,2,,1,0.37,,
64,AJQX00-0290,2,,1,1.14,,4
65,AJHS00-0300,2,,1,0.37,,
66,AJYYA1-0310,2,,2,1.26,,
67,AJWC00-0560,2,,1,0.61,,4
68,AJWC00-0570,2,,1,1.69,,4
69,AJWC00-0580,2,,5,1.6,,4
70,AEHS00-0040,2,,1,7.42,,
71,AEQS00-0060,2,,1,0.65,,6
72,AEQS00-0070,2,,1,0.59,,6
73,DXHS00-0010,2,,1,1.87,,
74,DXHS00-0020,2,,2,1.15,,
75,DXHS00-0030,2,,1,1.27,,
76,AGHXB1-0070,2,,1,1.86,,4
77,AGHXB2-0080,2,,1,1.53,,4
78,AGHXB4-0100,2,,1,1.34,,4
79,EGYY00-0150,2,,1,1.12,,
80,ENWCB1-0390,2,,2,1.86,,4
81,ENHSB1-0430,2,,1,2.39,,
82,ENHSB1-0310,2,,1,1.37,,
83,ENHSB1-0320,2,,1,1.54,,
84,ENHSB1-0330,2,,1,1.41,,
85,ENHSB1-0340,2,,1,2.06,,
86,ENWCB1-0370,2,,1,2.41,,4
87,ENQSB1-0360,2,,1,2.3,,6
88,ENHDB1-0290,2,,1,1.62,,
89,ENHDB1-0280,2,,1,2.1,,
