scenario_id,level,reschedule_start_time,delayed_task_count,frozen_task_count,movable_task_count,eligible_delay_task_count,TaskID,release_time
low_000,low,338.4882020264568,53,2050,1249,1199,46,403.8754175877231
low_000,low,338.4882020264568,53,2050,1249,1199,60,426.97609359523
low_000,low,338.4882020264568,53,2050,1249,1199,61,423.0710657739932
low_000,low,338.4882020264568,53,2050,1249,1199,62,437.9126868075864
low_000,low,338.4882020264568,53,2050,1249,1199,82,437.758816555444
low_000,low,338.4882020264568,53,2050,1249,1199,95,402.66444105326906
low_000,low,338.4882020264568,53,2050,1249,1199,117,411.17030144356977
low_000,low,338.4882020264568,53,2050,1249,1199,127,415.1179465880304
low_000,low,338.4882020264568,53,2050,1249,1199,170,445.6742535051383
low_000,low,338.4882020264568,53,2050,1249,1199,210,477.0983924453073
low_000,low,338.4882020264568,53,2050,1249,1199,270,632.8676162965406
low_000,low,338.4882020264568,53,2050,1249,1199,390,525.5925634180117
low_000,low,338.4882020264568,53,2050,1249,1199,544,358.62832389964507
low_000,low,338.4882020264568,53,2050,1249,1199,554,440.0410012505987
low_000,low,338.4882020264568,53,2050,1249,1199,610,705.5805544036878
low_000,low,338.4882020264568,53,2050,1249,1199,738,925.0623426552564
low_000,low,338.4882020264568,53,2050,1249,1199,750,992.1416294981552
low_000,low,338.4882020264568,53,2050,1249,1199,763,978.3499017414658
low_000,low,338.4882020264568,53,2050,1249,1199,766,990.3591760990912
low_000,low,338.4882020264568,53,2050,1249,1199,783,926.2465708843504
low_000,low,338.4882020264568,53,2050,1249,1199,790,923.3775331458164
low_000,low,338.4882020264568,53,2050,1249,1199,804,929.5219075984146
low_000,low,338.4882020264568,53,2050,1249,1199,812,1049.3794282611411
low_000,low,338.4882020264568,53,2050,1249,1199,842,978.2983972260008
low_000,low,338.4882020264568,53,2050,1249,1199,876,1079.887331092244
low_000,low,338.4882020264568,53,2050,1249,1199,1405,531.5248213923456
low_000,low,338.4882020264568,53,2050,1249,1199,1408,534.1605432138168
low_000,low,338.4882020264568,53,2050,1249,1199,1412,536.796265035288
low_000,low,338.4882020264568,53,2050,1249,1199,1756,475.0693712680109
low_000,low,338.4882020264568,53,2050,1249,1199,1757,476.9191558894825
low_000,low,338.4882020264568,53,2050,1249,1199,2410,1092.323788700356
low_000,low,338.4882020264568,53,2050,1249,1199,2437,385.1276301962368
low_000,low,338.4882020264568,53,2050,1249,1199,2714,386.094467790122
low_000,low,338.4882020264568,53,2050,1249,1199,2859,1196.1098303883698
low_000,low,338.4882020264568,53,2050,1249,1199,2872,1153.219262071798
low_000,low,338.4882020264568,53,2050,1249,1199,2882,1209.0296140120126
low_000,low,338.4882020264568,53,2050,1249,1199,2901,1248.9388199674272
low_000,low,338.4882020264568,53,2050,1249,1199,2912,1249.9612814002455
low_000,low,338.4882020264568,53,2050,1249,1199,2974,1305.032840956443
low_000,low,338.4882020264568,53,2050,1249,1199,2977,1275.8892067436825
low_000,low,338.4882020264568,53,2050,1249,1199,2987,1283.6820193039025
low_000,low,338.4882020264568,53,2050,1249,1199,3020,1380.5225041920835
low_000,low,338.4882020264568,53,2050,1249,1199,3025,1366.644984232917
low_000,low,338.4882020264568,53,2050,1249,1199,3039,1354.6957713692263
low_000,low,338.4882020264568,53,2050,1249,1199,3054,1336.8554006071297
low_000,low,338.4882020264568,53,2050,1249,1199,3055,1346.5405929480091
low_000,low,338.4882020264568,53,2050,1249,1199,3066,1369.761483728261
low_000,low,338.4882020264568,53,2050,1249,1199,3076,1393.728541601571
low_000,low,338.4882020264568,53,2050,1249,1199,3090,1443.4574216547494
low_000,low,338.4882020264568,53,2050,1249,1199,3115,1443.9021958762144
low_000,low,338.4882020264568,53,2050,1249,1199,3161,1505.289510186076
low_000,low,338.4882020264568,53,2050,1249,1199,3266,1561.3767311392178
low_000,low,338.4882020264568,53,2050,1249,1199,3270,1558.143794253193
low_001,low,443.1132578850454,42,2295,1004,959,182,460.7979118724884
low_001,low,443.1132578850454,42,2295,1004,959,200,459.0213906649955
low_001,low,443.1132578850454,42,2295,1004,959,214,463.2202788074384
low_001,low,443.1132578850454,42,2295,1004,959,231,583.7703604628548
low_001,low,443.1132578850454,42,2295,1004,959,279,601.1341524149818
